Frage,Anzahl Trainingsfragen,Richtige Antwort,QAnswer-Antwort,Confidence,Precision,Recall,F-Score,Richtige Anzahl,QAnswer Anzahl,Schnittmenge
What are hospital information systems?,0,SELECT DISTINCT ?o1 WHERE { VALUES ?o1 { bb:HospitalInformationSystem } . },SELECT ?s0  WHERE { 		VALUES ?s0 { <http://www.snik.eu/ontology/bb/chapter4-2> }  },0.95,0,0.0,0,1,1, 0
What are hospital information systems?,770,SELECT DISTINCT ?o1 WHERE { VALUES ?o1 { bb:HospitalInformationSystem } . },SELECT DISTINCT ?o1 WHERE { 	 <http://www.snik.eu/ontology/bb/HospitalInformationSystem>  <http://www.w3.org/2000/01/rdf-schema#subClassOf>  ?o1 .  }  LIMIT 1000,0.31,0,0.0,0,1,3, 0
What are hospital information systems?,780,SELECT DISTINCT ?o1 WHERE { VALUES ?o1 { bb:HospitalInformationSystem } . },SELECT DISTINCT ?o1 WHERE { 	 <http://www.snik.eu/ontology/bb/HospitalInformationSystem>  <http://www.w3.org/2000/01/rdf-schema#subClassOf>  ?o1 .  }  LIMIT 1000,0.41,0,0.0,0,1,3, 0
What are hospital information systems?,790,SELECT DISTINCT ?o1 WHERE { VALUES ?o1 { bb:HospitalInformationSystem } . },SELECT DISTINCT ?o1 WHERE { 	 <http://www.snik.eu/ontology/bb/HospitalInformationSystem>  <http://www.w3.org/1999/02/22-rdf-syntax-ns#type>  ?o1 .  }  LIMIT 1000,0.39,0,0.0,0,1,2, 0
What are hospital information systems?,800,SELECT DISTINCT ?o1 WHERE { VALUES ?o1 { bb:HospitalInformationSystem } . },SELECT DISTINCT ?o1 WHERE { 	 <http://www.snik.eu/ontology/bb/HospitalInformationSystem>  <http://www.w3.org/2000/01/rdf-schema#subClassOf>  ?o1 .  }  LIMIT 1000,0.41,0,0.0,0,1,3, 0
What are hospital information systems?,810,SELECT DISTINCT ?o1 WHERE { VALUES ?o1 { bb:HospitalInformationSystem } . },SELECT DISTINCT ?o1 WHERE { 	 <http://www.snik.eu/ontology/bb/HospitalInformationSystem>  ?p1  ?o1 .  }  LIMIT 1000,0.15,0,0.0,0,1,19, 0
What are hospital information systems?,820,SELECT DISTINCT ?o1 WHERE { VALUES ?o1 { bb:HospitalInformationSystem } . },SELECT DISTINCT ?o1 WHERE { 	 <http://www.snik.eu/ontology/bb/HospitalInformationSystem>  <http://www.w3.org/2000/01/rdf-schema#subClassOf>  ?o1 .  }  LIMIT 1000,0.36,0,0.0,0,1,3, 0
What are hospital information systems?,830,SELECT DISTINCT ?o1 WHERE { VALUES ?o1 { bb:HospitalInformationSystem } . },SELECT DISTINCT ?o1 WHERE { 	 <http://www.snik.eu/ontology/bb/HospitalInformationSystem>  <http://www.w3.org/2000/01/rdf-schema#subClassOf>  ?o1 .  }  LIMIT 1000,0.25,0,0.0,0,1,3, 0
What are hospital information systems?,840,SELECT DISTINCT ?o1 WHERE { VALUES ?o1 { bb:HospitalInformationSystem } . },SELECT DISTINCT ?o1 WHERE { 	 <http://www.snik.eu/ontology/bb/HospitalInformationSystem>  <http://www.w3.org/2000/01/rdf-schema#subClassOf>  ?o1 .  }  LIMIT 1000,0.36,0,0.0,0,1,3, 0
What are hospital information systems?,850,SELECT DISTINCT ?o1 WHERE { VALUES ?o1 { bb:HospitalInformationSystem } . },SELECT DISTINCT ?s1 WHERE { 	 ?s1  <http://www.w3.org/2000/01/rdf-schema#subClassOf>  <http://www.snik.eu/ontology/bb/InformationSystem> .  }  LIMIT 1000,0.27,0.25,1.0,0.4,1,4, 1
What are hospital information systems?,860,SELECT DISTINCT ?o1 WHERE { VALUES ?o1 { bb:HospitalInformationSystem } . },SELECT DISTINCT ?o1 WHERE { 	 <http://www.snik.eu/ontology/bb/HospitalInformationSystem>  <http://www.w3.org/2000/01/rdf-schema#subClassOf>  ?o1 .  }  LIMIT 1000,0.45,0,0.0,0,1,3, 0
What are hospital information systems?,870,SELECT DISTINCT ?o1 WHERE { VALUES ?o1 { bb:HospitalInformationSystem } . },SELECT DISTINCT ?s1 WHERE { 	 ?s1  ?p1  <http://www.snik.eu/ontology/bb/HospitalInformationSystem> .  }  LIMIT 1000,0.27,0,0.0,0,1,6, 0
What are hospital information systems?,880,SELECT DISTINCT ?o1 WHERE { VALUES ?o1 { bb:HospitalInformationSystem } . },SELECT DISTINCT ?o1 WHERE { 	 <http://www.snik.eu/ontology/bb/HospitalInformationSystem>  <http://www.w3.org/2000/01/rdf-schema#subClassOf>  ?o1 .  }  LIMIT 1000,0.39,0,0.0,0,1,3, 0
What are hospital information systems?,890,SELECT DISTINCT ?o1 WHERE { VALUES ?o1 { bb:HospitalInformationSystem } . },SELECT DISTINCT ?o1 WHERE { 	 <http://www.snik.eu/ontology/bb/chapter4-2>  <http://www.w3.org/1999/02/22-rdf-syntax-ns#type>  ?o1 .  }  LIMIT 1000,0.31,0,0.0,0,1,1, 0

What are transinstitutional health information systems?,0,SELECT DISTINCT ?o1 WHERE { VALUES ?o1 { bb:TransinstitutionalHealthInformationSystem } . },SELECT DISTINCT ?o1 WHERE { 	 <http://www.snik.eu/ontology/bb/TransinstitutionalHealthInformationSystem>  <http://www.w3.org/2000/01/rdf-schema#subClassOf>  ?o1 .  }  LIMIT 1000,0.94,0,0.0,0,1,2, 0
What are transinstitutional health information systems?,10,SELECT DISTINCT ?o1 WHERE { VALUES ?o1 { bb:TransinstitutionalHealthInformationSystem } . },SELECT DISTINCT ?s1 WHERE { 	 ?s1  <http://www.w3.org/2000/01/rdf-schema#subClassOf>  <http://www.snik.eu/ontology/bb/HealthInformationSystem> .  }  LIMIT 1000,0.62,0.3333333333333333,1.0,0.5,1,3, 1
What are transinstitutional health information systems?,20,SELECT DISTINCT ?o1 WHERE { VALUES ?o1 { bb:TransinstitutionalHealthInformationSystem } . },SELECT DISTINCT ?s1 WHERE { 	 ?s1  <http://www.w3.org/2000/01/rdf-schema#subClassOf>  <http://www.snik.eu/ontology/bb/HealthInformationSystem> .  }  LIMIT 1000,0.5,0.3333333333333333,1.0,0.5,1,3, 1
What are transinstitutional health information systems?,30,SELECT DISTINCT ?o1 WHERE { VALUES ?o1 { bb:TransinstitutionalHealthInformationSystem } . },SELECT DISTINCT ?s1 WHERE { 	 ?s1  <http://www.w3.org/2000/01/rdf-schema#subClassOf>  <http://www.snik.eu/ontology/bb/HealthInformationSystem> .  }  LIMIT 1000,0.57,0.3333333333333333,1.0,0.5,1,3, 1
What are transinstitutional health information systems?,40,SELECT DISTINCT ?o1 WHERE { VALUES ?o1 { bb:TransinstitutionalHealthInformationSystem } . },SELECT DISTINCT ?s1 WHERE { 	 ?s1  <http://www.w3.org/2000/01/rdf-schema#subClassOf>  <http://www.snik.eu/ontology/bb/HealthInformationSystem> .  }  LIMIT 1000,0.42,0.3333333333333333,1.0,0.5,1,3, 1
What are transinstitutional health information systems?,50,SELECT DISTINCT ?o1 WHERE { VALUES ?o1 { bb:TransinstitutionalHealthInformationSystem } . },SELECT DISTINCT ?s1 WHERE { 	 ?s1  <http://www.w3.org/2000/01/rdf-schema#subClassOf>  <http://www.snik.eu/ontology/bb/HealthInformationSystem> .  }  LIMIT 1000,0.46,0.3333333333333333,1.0,0.5,1,3, 1
What are transinstitutional health information systems?,60,SELECT DISTINCT ?o1 WHERE { VALUES ?o1 { bb:TransinstitutionalHealthInformationSystem } . },SELECT DISTINCT ?s1 WHERE { 	 ?s1  <http://www.w3.org/2000/01/rdf-schema#subClassOf>  <http://www.snik.eu/ontology/bb/HealthInformationSystem> .  }  LIMIT 1000,0.55,0.3333333333333333,1.0,0.5,1,3, 1
What are transinstitutional health information systems?,70,SELECT DISTINCT ?o1 WHERE { VALUES ?o1 { bb:TransinstitutionalHealthInformationSystem } . },SELECT DISTINCT ?o1 WHERE { 	 <http://www.snik.eu/ontology/bb/TransinstitutionalHealthInformationSystem>  <http://www.w3.org/2000/01/rdf-schema#subClassOf>  ?o1 .  }  LIMIT 1000,0.49,0,0.0,0,1,2, 0
What are transinstitutional health information systems?,80,SELECT DISTINCT ?o1 WHERE { VALUES ?o1 { bb:TransinstitutionalHealthInformationSystem } . },SELECT DISTINCT ?s1 WHERE { 	 ?s1  <http://www.w3.org/2000/01/rdf-schema#subClassOf>  <http://www.snik.eu/ontology/bb/HealthInformationSystem> .  }  LIMIT 1000,0.43,0.3333333333333333,1.0,0.5,1,3, 1
What are transinstitutional health information systems?,90,SELECT DISTINCT ?o1 WHERE { VALUES ?o1 { bb:TransinstitutionalHealthInformationSystem } . },SELECT DISTINCT ?s1 WHERE { 	 ?s1  <http://www.w3.org/2000/01/rdf-schema#subClassOf>  <http://www.snik.eu/ontology/bb/HealthInformationSystem> .  }  LIMIT 1000,0.4,0.3333333333333333,1.0,0.5,1,3, 1
What are transinstitutional health information systems?,100,SELECT DISTINCT ?o1 WHERE { VALUES ?o1 { bb:TransinstitutionalHealthInformationSystem } . },SELECT DISTINCT ?s1 WHERE { 	 ?s1  <http://www.w3.org/2000/01/rdf-schema#subClassOf>  <http://www.snik.eu/ontology/bb/HealthInformationSystem> .  }  LIMIT 1000,0.33,0.3333333333333333,1.0,0.5,1,3, 1
What are transinstitutional health information systems?,110,SELECT DISTINCT ?o1 WHERE { VALUES ?o1 { bb:TransinstitutionalHealthInformationSystem } . },SELECT DISTINCT ?o1 WHERE { 	 <http://www.snik.eu/ontology/bb/TransinstitutionalHealthInformationSystem>  <http://www.w3.org/2000/01/rdf-schema#subClassOf>  ?o1 .  }  LIMIT 1000,0.31,0,0.0,0,1,2, 0
What are transinstitutional health information systems?,120,SELECT DISTINCT ?o1 WHERE { VALUES ?o1 { bb:TransinstitutionalHealthInformationSystem } . },SELECT DISTINCT ?o1 WHERE { 	 <http://www.snik.eu/ontology/bb/TransinstitutionalHealthInformationSystem>  <http://www.w3.org/2000/01/rdf-schema#subClassOf>  ?o1 .  }  LIMIT 1000,0.37,0,0.0,0,1,2, 0
What are transinstitutional health information systems?,130,SELECT DISTINCT ?o1 WHERE { VALUES ?o1 { bb:TransinstitutionalHealthInformationSystem } . },SELECT DISTINCT ?o1 WHERE { 	 <http://www.snik.eu/ontology/bb/TransinstitutionalHealthInformationSystem>  <http://www.w3.org/2000/01/rdf-schema#subClassOf>  ?o1 .  }  LIMIT 1000,0.33,0,0.0,0,1,2, 0
What are transinstitutional health information systems?,140,SELECT DISTINCT ?o1 WHERE { VALUES ?o1 { bb:TransinstitutionalHealthInformationSystem } . },SELECT DISTINCT ?o1 WHERE { 	 <http://www.snik.eu/ontology/bb/TransinstitutionalHealthInformationSystem>  <http://www.w3.org/2000/01/rdf-schema#subClassOf>  ?o1 .  }  LIMIT 1000,0.36,0,0.0,0,1,2, 0
What are transinstitutional health information systems?,150,SELECT DISTINCT ?o1 WHERE { VALUES ?o1 { bb:TransinstitutionalHealthInformationSystem } . },SELECT DISTINCT ?o1 WHERE { 	 <http://www.snik.eu/ontology/bb/TransinstitutionalHealthInformationSystem>  <http://www.w3.org/2000/01/rdf-schema#subClassOf>  ?o1 .  }  LIMIT 1000,0.36,0,0.0,0,1,2, 0
What are transinstitutional health information systems?,160,SELECT DISTINCT ?o1 WHERE { VALUES ?o1 { bb:TransinstitutionalHealthInformationSystem } . },SELECT DISTINCT ?o1 WHERE { 	 <http://www.snik.eu/ontology/bb/TransinstitutionalHealthInformationSystem>  <http://www.w3.org/2000/01/rdf-schema#subClassOf>  ?o1 .  }  LIMIT 1000,0.34,0,0.0,0,1,2, 0
What are transinstitutional health information systems?,170,SELECT DISTINCT ?o1 WHERE { VALUES ?o1 { bb:TransinstitutionalHealthInformationSystem } . },SELECT DISTINCT ?o1 WHERE { 	 <http://www.snik.eu/ontology/bb/TransinstitutionalHealthInformationSystem>  <http://www.w3.org/2000/01/rdf-schema#subClassOf>  ?o1 .  }  LIMIT 1000,0.42,0,0.0,0,1,2, 0
What are transinstitutional health information systems?,180,SELECT DISTINCT ?o1 WHERE { VALUES ?o1 { bb:TransinstitutionalHealthInformationSystem } . },SELECT DISTINCT ?s1 WHERE { 	 ?s1  <http://www.w3.org/2000/01/rdf-schema#subClassOf>  <http://www.snik.eu/ontology/bb/HealthInformationSystem> .  }  LIMIT 1000,0.36,0.3333333333333333,1.0,0.5,1,3, 1
What are transinstitutional health information systems?,190,SELECT DISTINCT ?o1 WHERE { VALUES ?o1 { bb:TransinstitutionalHealthInformationSystem } . },SELECT DISTINCT ?s1 WHERE { 	 ?s1  <http://www.w3.org/2000/01/rdf-schema#subClassOf>  <http://www.snik.eu/ontology/bb/HealthInformationSystem> .  }  LIMIT 1000,0.37,0.3333333333333333,1.0,0.5,1,3, 1
What are transinstitutional health information systems?,200,SELECT DISTINCT ?o1 WHERE { VALUES ?o1 { bb:TransinstitutionalHealthInformationSystem } . },SELECT DISTINCT ?o1 WHERE { 	 <http://www.snik.eu/ontology/bb/TransinstitutionalHealthInformationSystem>  <http://www.w3.org/2000/01/rdf-schema#subClassOf>  ?o1 .  }  LIMIT 1000,0.4,0,0.0,0,1,2, 0
What are transinstitutional health information systems?,210,SELECT DISTINCT ?o1 WHERE { VALUES ?o1 { bb:TransinstitutionalHealthInformationSystem } . },SELECT DISTINCT ?s1 WHERE { 	 ?s1  <http://www.w3.org/2000/01/rdf-schema#subClassOf>  <http://www.snik.eu/ontology/bb/HealthInformationSystem> .  }  LIMIT 1000,0.37,0.3333333333333333,1.0,0.5,1,3, 1
What are transinstitutional health information systems?,220,SELECT DISTINCT ?o1 WHERE { VALUES ?o1 { bb:TransinstitutionalHealthInformationSystem } . },SELECT DISTINCT ?o1 WHERE { 	 <http://www.snik.eu/ontology/bb/TransinstitutionalHealthInformationSystem>  <http://www.w3.org/2000/01/rdf-schema#subClassOf>  ?o1 .  }  LIMIT 1000,0.31,0,0.0,0,1,2, 0
What are transinstitutional health information systems?,230,SELECT DISTINCT ?o1 WHERE { VALUES ?o1 { bb:TransinstitutionalHealthInformationSystem } . },SELECT DISTINCT ?o1 WHERE { 	 <http://www.snik.eu/ontology/bb/TransinstitutionalHealthInformationSystem>  <http://www.w3.org/2000/01/rdf-schema#subClassOf>  ?o1 .  }  LIMIT 1000,0.53,0,0.0,0,1,2, 0
What are transinstitutional health information systems?,240,SELECT DISTINCT ?o1 WHERE { VALUES ?o1 { bb:TransinstitutionalHealthInformationSystem } . },SELECT DISTINCT ?o1 WHERE { 	 <http://www.snik.eu/ontology/bb/TransinstitutionalHealthInformationSystem>  <http://www.w3.org/2000/01/rdf-schema#subClassOf>  ?o1 .  }  LIMIT 1000,0.34,0,0.0,0,1,2, 0
What are transinstitutional health information systems?,250,SELECT DISTINCT ?o1 WHERE { VALUES ?o1 { bb:TransinstitutionalHealthInformationSystem } . },SELECT DISTINCT ?o1 WHERE { 	 <http://www.snik.eu/ontology/bb/TransinstitutionalHealthInformationSystem>  <http://www.w3.org/2000/01/rdf-schema#subClassOf>  ?o1 .  }  LIMIT 1000,0.37,0,0.0,0,1,2, 0
What are transinstitutional health information systems?,260,SELECT DISTINCT ?o1 WHERE { VALUES ?o1 { bb:TransinstitutionalHealthInformationSystem } . },SELECT DISTINCT ?o1 WHERE { 	 <http://www.snik.eu/ontology/bb/TransinstitutionalHealthInformationSystem>  <http://www.w3.org/2000/01/rdf-schema#subClassOf>  ?o1 .  }  LIMIT 1000,0.45,0,0.0,0,1,2, 0
What are transinstitutional health information systems?,270,SELECT DISTINCT ?o1 WHERE { VALUES ?o1 { bb:TransinstitutionalHealthInformationSystem } . },SELECT DISTINCT ?o1 WHERE { 	 <http://www.snik.eu/ontology/bb/TransinstitutionalHealthInformationSystem>  <http://www.w3.org/2000/01/rdf-schema#subClassOf>  ?o1 .  }  LIMIT 1000,0.43,0,0.0,0,1,2, 0
What are transinstitutional health information systems?,280,SELECT DISTINCT ?o1 WHERE { VALUES ?o1 { bb:TransinstitutionalHealthInformationSystem } . },SELECT DISTINCT ?o1 WHERE { 	 <http://www.snik.eu/ontology/bb/TransinstitutionalHealthInformationSystem>  <http://www.w3.org/2000/01/rdf-schema#subClassOf>  ?o1 .  }  LIMIT 1000,0.41,0,0.0,0,1,2, 0
What are transinstitutional health information systems?,290,SELECT DISTINCT ?o1 WHERE { VALUES ?o1 { bb:TransinstitutionalHealthInformationSystem } . },SELECT DISTINCT ?s1 WHERE { 	 ?s1  <http://www.w3.org/2000/01/rdf-schema#subClassOf>  <http://www.snik.eu/ontology/bb/HealthInformationSystem> .  }  LIMIT 1000,0.32,0.3333333333333333,1.0,0.5,1,3, 1
What are transinstitutional health information systems?,300,SELECT DISTINCT ?o1 WHERE { VALUES ?o1 { bb:TransinstitutionalHealthInformationSystem } . },SELECT DISTINCT ?o1 WHERE { 	 <http://www.snik.eu/ontology/bb/TransinstitutionalHealthInformationSystem>  <http://www.w3.org/2000/01/rdf-schema#subClassOf>  ?o1 .  }  LIMIT 1000,0.45,0,0.0,0,1,2, 0
What are transinstitutional health information systems?,310,SELECT DISTINCT ?o1 WHERE { VALUES ?o1 { bb:TransinstitutionalHealthInformationSystem } . },SELECT DISTINCT ?o1 WHERE { 	 <http://www.snik.eu/ontology/bb/TransinstitutionalHealthInformationSystem>  <http://www.w3.org/2000/01/rdf-schema#subClassOf>  ?o1 .  }  LIMIT 1000,0.48,0,0.0,0,1,2, 0
What are transinstitutional health information systems?,320,SELECT DISTINCT ?o1 WHERE { VALUES ?o1 { bb:TransinstitutionalHealthInformationSystem } . },SELECT DISTINCT ?o1 WHERE { 	 <http://www.snik.eu/ontology/bb/TransinstitutionalHealthInformationSystem>  <http://www.w3.org/2000/01/rdf-schema#subClassOf>  ?o1 .  }  LIMIT 1000,0.47,0,0.0,0,1,2, 0
What are transinstitutional health information systems?,330,SELECT DISTINCT ?o1 WHERE { VALUES ?o1 { bb:TransinstitutionalHealthInformationSystem } . },SELECT DISTINCT ?o1 WHERE { 	 <http://www.snik.eu/ontology/bb/TransinstitutionalHealthInformationSystem>  <http://www.w3.org/2000/01/rdf-schema#subClassOf>  ?o1 .  }  LIMIT 1000,0.4,0,0.0,0,1,2, 0
What are transinstitutional health information systems?,340,SELECT DISTINCT ?o1 WHERE { VALUES ?o1 { bb:TransinstitutionalHealthInformationSystem } . },SELECT DISTINCT ?s1 WHERE { 	 ?s1  <http://www.w3.org/2000/01/rdf-schema#subClassOf>  <http://www.snik.eu/ontology/bb/HealthInformationSystem> .  }  LIMIT 1000,0.35,0.3333333333333333,1.0,0.5,1,3, 1
What are transinstitutional health information systems?,350,SELECT DISTINCT ?o1 WHERE { VALUES ?o1 { bb:TransinstitutionalHealthInformationSystem } . },SELECT DISTINCT ?o1 WHERE { 	 <http://www.snik.eu/ontology/bb/TransinstitutionalHealthInformationSystem>  <http://www.w3.org/2000/01/rdf-schema#subClassOf>  ?o1 .  }  LIMIT 1000,0.46,0,0.0,0,1,2, 0
What are transinstitutional health information systems?,360,SELECT DISTINCT ?o1 WHERE { VALUES ?o1 { bb:TransinstitutionalHealthInformationSystem } . },SELECT DISTINCT ?o1 WHERE { 	 <http://www.snik.eu/ontology/bb/TransinstitutionalHealthInformationSystem>  <http://www.w3.org/2000/01/rdf-schema#subClassOf>  ?o1 .  }  LIMIT 1000,0.47,0,0.0,0,1,2, 0
What are transinstitutional health information systems?,370,SELECT DISTINCT ?o1 WHERE { VALUES ?o1 { bb:TransinstitutionalHealthInformationSystem } . },SELECT DISTINCT ?o1 WHERE { 	 <http://www.snik.eu/ontology/bb/TransinstitutionalHealthInformationSystem>  <http://www.w3.org/2000/01/rdf-schema#subClassOf>  ?o1 .  }  LIMIT 1000,0.54,0,0.0,0,1,2, 0
What are transinstitutional health information systems?,380,SELECT DISTINCT ?o1 WHERE { VALUES ?o1 { bb:TransinstitutionalHealthInformationSystem } . },SELECT DISTINCT ?o1 WHERE { 	 <http://www.snik.eu/ontology/bb/TransinstitutionalHealthInformationSystem>  <http://www.w3.org/2000/01/rdf-schema#subClassOf>  ?o1 .  }  LIMIT 1000,0.5,0,0.0,0,1,2, 0
What are transinstitutional health information systems?,390,SELECT DISTINCT ?o1 WHERE { VALUES ?o1 { bb:TransinstitutionalHealthInformationSystem } . },SELECT DISTINCT ?o1 WHERE { 	 <http://www.snik.eu/ontology/bb/TransinstitutionalHealthInformationSystem>  <http://www.w3.org/2000/01/rdf-schema#subClassOf>  ?o1 .  }  LIMIT 1000,0.47,0,0.0,0,1,2, 0
What are transinstitutional health information systems?,400,SELECT DISTINCT ?o1 WHERE { VALUES ?o1 { bb:TransinstitutionalHealthInformationSystem } . },SELECT DISTINCT ?s1 WHERE { 	 ?s1  <http://www.w3.org/2000/01/rdf-schema#subClassOf>  <http://www.snik.eu/ontology/bb/HealthInformationSystem> .  }  LIMIT 1000,0.29,0.3333333333333333,1.0,0.5,1,3, 1
What are transinstitutional health information systems?,410,SELECT DISTINCT ?o1 WHERE { VALUES ?o1 { bb:TransinstitutionalHealthInformationSystem } . },SELECT DISTINCT ?o1 WHERE { 	 <http://www.snik.eu/ontology/bb/TransinstitutionalHealthInformationSystem>  <http://www.w3.org/2000/01/rdf-schema#subClassOf>  ?o1 .  }  LIMIT 1000,0.45,0,0.0,0,1,2, 0
What are transinstitutional health information systems?,420,SELECT DISTINCT ?o1 WHERE { VALUES ?o1 { bb:TransinstitutionalHealthInformationSystem } . },SELECT DISTINCT ?o1 WHERE { 	 <http://www.snik.eu/ontology/bb/TransinstitutionalHealthInformationSystem>  <http://www.w3.org/2000/01/rdf-schema#subClassOf>  ?o1 .  }  LIMIT 1000,0.48,0,0.0,0,1,2, 0
What are transinstitutional health information systems?,430,SELECT DISTINCT ?o1 WHERE { VALUES ?o1 { bb:TransinstitutionalHealthInformationSystem } . },SELECT DISTINCT ?o1 WHERE { 	 <http://www.snik.eu/ontology/bb/TransinstitutionalHealthInformationSystem>  <http://www.w3.org/2000/01/rdf-schema#subClassOf>  ?o1 .  }  LIMIT 1000,0.47,0,0.0,0,1,2, 0
What are transinstitutional health information systems?,440,SELECT DISTINCT ?o1 WHERE { VALUES ?o1 { bb:TransinstitutionalHealthInformationSystem } . },SELECT DISTINCT ?o1 WHERE { 	 <http://www.snik.eu/ontology/bb/TransinstitutionalHealthInformationSystem>  <http://www.w3.org/2000/01/rdf-schema#subClassOf>  ?o1 .  }  LIMIT 1000,0.42,0,0.0,0,1,2, 0
What are transinstitutional health information systems?,450,SELECT DISTINCT ?o1 WHERE { VALUES ?o1 { bb:TransinstitutionalHealthInformationSystem } . },SELECT DISTINCT ?o1 WHERE { 	 <http://www.snik.eu/ontology/bb/TransinstitutionalHealthInformationSystem>  <http://www.w3.org/2000/01/rdf-schema#subClassOf>  ?o1 .  }  LIMIT 1000,0.52,0,0.0,0,1,2, 0
What are transinstitutional health information systems?,460,SELECT DISTINCT ?o1 WHERE { VALUES ?o1 { bb:TransinstitutionalHealthInformationSystem } . },SELECT DISTINCT ?o1 WHERE { 	 <http://www.snik.eu/ontology/bb/TransinstitutionalHealthInformationSystem>  <http://www.w3.org/2000/01/rdf-schema#subClassOf>  ?o1 .  }  LIMIT 1000,0.43,0,0.0,0,1,2, 0
What are transinstitutional health information systems?,470,SELECT DISTINCT ?o1 WHERE { VALUES ?o1 { bb:TransinstitutionalHealthInformationSystem } . },SELECT DISTINCT ?o1 WHERE { 	 <http://www.snik.eu/ontology/bb/TransinstitutionalHealthInformationSystem>  <http://www.w3.org/2000/01/rdf-schema#subClassOf>  ?o1 .  }  LIMIT 1000,0.39,0,0.0,0,1,2, 0
What are transinstitutional health information systems?,480,SELECT DISTINCT ?o1 WHERE { VALUES ?o1 { bb:TransinstitutionalHealthInformationSystem } . },SELECT DISTINCT ?o1 WHERE { 	 <http://www.snik.eu/ontology/bb/TransinstitutionalHealthInformationSystem>  <http://www.w3.org/2000/01/rdf-schema#subClassOf>  ?o1 .  }  LIMIT 1000,0.44,0,0.0,0,1,2, 0
What are transinstitutional health information systems?,490,SELECT DISTINCT ?o1 WHERE { VALUES ?o1 { bb:TransinstitutionalHealthInformationSystem } . },SELECT DISTINCT ?o1 WHERE { 	 <http://www.snik.eu/ontology/bb/TransinstitutionalHealthInformationSystem>  <http://www.w3.org/2000/01/rdf-schema#subClassOf>  ?o1 .  }  LIMIT 1000,0.53,0,0.0,0,1,2, 0
What are transinstitutional health information systems?,500,SELECT DISTINCT ?o1 WHERE { VALUES ?o1 { bb:TransinstitutionalHealthInformationSystem } . },SELECT DISTINCT ?o1 WHERE { 	 <http://www.snik.eu/ontology/bb/TransinstitutionalHealthInformationSystem>  <http://www.w3.org/2000/01/rdf-schema#subClassOf>  ?o1 .  }  LIMIT 1000,0.43,0,0.0,0,1,2, 0
What are transinstitutional health information systems?,510,SELECT DISTINCT ?o1 WHERE { VALUES ?o1 { bb:TransinstitutionalHealthInformationSystem } . },SELECT DISTINCT ?o1 WHERE { 	 <http://www.snik.eu/ontology/bb/TransinstitutionalHealthInformationSystem>  <http://www.w3.org/2000/01/rdf-schema#subClassOf>  ?o1 .  }  LIMIT 1000,0.42,0,0.0,0,1,2, 0
What are transinstitutional health information systems?,520,SELECT DISTINCT ?o1 WHERE { VALUES ?o1 { bb:TransinstitutionalHealthInformationSystem } . },SELECT DISTINCT ?o2 WHERE { 	 ?s1  ?p1  <http://www.snik.eu/ontology/bb/TransinstitutionalHealthInformationSystem> . 	 ?s1  <http://www.w3.org/1999/02/22-rdf-syntax-ns#type>  ?o2 .  }  LIMIT 1000,0.03,0,0.0,0,1,2, 0
